Fiscal Year,HRSA Program Area,HHS Region,State/Territory,County and State,Cong. District,Program,Grant Num.,Grantee,DUNS Num.,Address,City,State,ZIP Code,County,Funding,As of Date (Close of Business Date),HRSA Data Warehouse Processing Date
2022,Primary Health Care,Region 5,Illinois,Kane,Illinois District 08,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41075,Greater Family Health,136247272,370 Summit St STE 1A,Elgin,IL,60120-3843,Kane County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,San Bernardino,California District 35,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41341,"Unicare Community Health Center, Inc.",79251888,437 N Euclid Ave,Ontario,CA,91762-3456,San Bernardino County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,Virginia,Prince William,Virginia District 11,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40997,"Greater Prince William Area Community Health Center, Inc.",786509807,4379 Ridgewood Center Dr STE 102,Woodbridge,VA,22192-8323,Prince William County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,Randolph,West Virginia District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41275,VALLEY HEALTH CARE INC,836074070,US-250,Mill Creek,WV,26280,Randolph County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Wisconsin,Brown,Wisconsin District 08,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41111,"N.E.W. COMMUNITY CLINIC, LTD.",607477759,610 N Broadway,Green Bay,WI,54303-3426,Brown County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Cuyahoga,Ohio District 11,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40805,CARE ALLIANCE,807092416,1530 Saint Clair Ave NE,Cleveland,OH,44114-2004,Cuyahoga County,65500,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 2,New York,Kings,New York District 10,Healthy Tomorrows Partnership for Children Program (H17),H17MC32707,Maimonides Medical Center,57381535,4802 10th Ave,Brooklyn,NY,11219-2916,Kings County,50000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Oklahoma,Oklahoma,Oklahoma District 05,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40529,Community Health Centers Inc.,20723409,12716 NE 36th St,Spencer,OK,73084-9167,Oklahoma County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 2,Puerto Rico,Rincon,Puerto Rico Resident Commissioner,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41480,Costa Salud Community Health Centers Inc.,172011876,28 Calle Munoz Rivera W,Rincon,PR,00677-2127,Rincon Municipio,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,District of Columbia,District of Columbia,District of Columbia Delegate,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40367,"La Clinica Del Pueblo, Inc.",169085818,2831 15th St NW,Washington,DC,20009,District of Columbia,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Michigan,Wayne,Michigan District 13,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41331,WESTERN WAYNE FAMILY HEALTH CENTERS,148022408,2700 Hamlin Blvd,Inkster,MI,48141-2206,Wayne County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Indiana,Porter,Indiana District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40742,"Healthlinc, Inc.",86433062,2401 Valley Dr,Valparaiso,IN,46383-2520,Porter County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,North Carolina,Sampson,North Carolina District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41312,"TRI COUNTY COMMUNITY HEALTH COUNCIL, INC",93125649,3331 Easy St,Dunn,NC,28334-7988,Sampson County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Florida,Miami-Dade,Florida District 24,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40854,CAMILLUS HEALTH CONCERN INC,783909971,336 NW 5th St,Miami,FL,33128-1616,Miami-Dade County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,Irwin,Georgia District 08,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41104,SOUTH CENTRAL PRIMARY CARE CENTER INC,27941934,204 E 4th St,Ocilla,GA,31774-1539,Irwin County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,Dougherty,Georgia District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40517,"ALBANY AREA PRIMARY HEALTH CARE, INC",39486923,204 N Westover Blvd,Albany,GA,31707-2983,Dougherty County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Texas,Hale,Texas District 19,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41093,REGENCE HEALTH NETWORK INC,71665178,2801 W 8th St,Plainview,TX,79072-6737,Hale County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,Pennsylvania,Lycoming,Pennsylvania District 12,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40593,"Susquehanna Community Health And Dental Clinic, Inc.",963357301,471 Hepburn St,Williamsport,PA,17701-6122,Lycoming County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Kentucky,Muhlenberg,Kentucky District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41041,"Community Health Centers Of Western Kentucky, Inc.",956401590,480 Hopkinsville St Ste 2,Greenville,KY,42345-1124,Muhlenberg County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Medina,Ohio District 16,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41114,MEDINA COUNTY,787503721,4800 Ledgewood Dr,Medina,OH,44256-7666,Medina County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,Bibb,Georgia District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41260,"FIRST CHOICE PRIMARY CARE, INC.",618033703,400 Poplar St,Macon,GA,31201-3336,Bibb County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Texas,Harrison,Texas District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40480,EAST TEXAS BORDER HEALTH CLINIC,603868360,400 S Alamo Blvd,Marshall,TX,75670-4260,Harrison County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Shasta,California District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41340,Shingletown Medical Center,625695507,31292 Alpine Meadows Rd,Shingletown,CA,96088-9462,Shasta County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Ohio,Lucas,Ohio District 09,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41523,"NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO, INC.",94808268,313 Jefferson Ave,Toledo,OH,43604-1004,Lucas County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,South Carolina,Greenwood,South Carolina District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41512,"CAROLINA HEALTH CENTERS, INC.",197322381,313 Main St,Greenwood,SC,29646-2757,Greenwood County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 2,U.S. Virgin Islands,St. Thomas,U.S. Virgin Islands Delegate,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41431,ST THOMAS EAST END MEDICAL CENTER CORPORATION,134894497,4605 Tutu Park Mall STE 207,St Thomas,VI,00802-1736,St. Thomas,65500,12/8/2022,1/10/2023
2022,Health Workforce,Region 4,Tennessee,Davidson,Tennessee District 05,Geriatrics Workforce Enhancement Program (U1Q),U1QHP33085,Vanderbilt University Medical Center,79917897,1161 21st Ave S Ste D3300 Mcn,Nashville,TN,37232-0001,Davidson County,778796,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 3,Maryland,Montgomery,Maryland District 08,Autism CARES Act National Interdisciplinary Training Resource Center (UA5),UA5MC11068,ASSOCIATION OF UNIVERSITY CENTERS DISABILITIES,96364120,1100 Wayne Ave STE 1000,Silver Spring,MD,20910-5621,Montgomery County,751000,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 3,District of Columbia,District of Columbia,District of Columbia Delegate,National  Training  and Technical Assistance (U69),U69HA39335,NATIONAL MINORITY AIDS COUNCIL,194518742,1000 Vermont Ave NW STE 200,Washington,DC,20005-4913,District of Columbia,797402,12/8/2022,1/10/2023
2022,Health Workforce,Region 10,Washington,King,Washington District 07,Geriatrics Workforce Enhancement Program (U1Q),U1QHP28742,UNIVERSITY OF WASHINGTON,605799469,4333 Brooklyn Ave NE,Seattle,WA,98195-1016,King County,797500,12/8/2022,1/10/2023
2022,Health Workforce,Region 2,New York,Kings,New York District 09,Geriatrics Workforce Enhancement Program (U1Q),U1QHP33077,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",40796328,450 Clarkson Ave,Brooklyn,NY,11203-2012,Kings County,797500,12/8/2022,1/10/2023
2022,Health Workforce,Region 4,Florida,Leon,Florida District 02,Geriatrics Workforce Enhancement Program (U1Q),U1QHP28709,FLORIDA STATE UNIVERSITY,790877419,874 Traditions Way,Tallahassee,FL,32306-0001,Leon County,797500,12/8/2022,1/10/2023
2022,Rural Health,Region 6,Texas,Bexar,Texas District 21,Rural Maternity and Obstetrics Management Strategies Program (UK9),UK9RH33788,BEXAR COUNTY HOSPITAL DISTRICT,69446656,4502 Medical Dr,San Antonio,TX,78229-4402,Bexar County,649893,12/8/2022,1/10/2023
2022,Health Workforce,Region 2,New York,Bronx,New York District 13,Addiction Medicine Fellowship (T25),T25HP37603,MONTEFIORE MEDICAL CENTER,41581026,111 E 210th St,Bronx,NY,10467,Bronx County,799981,12/8/2022,1/10/2023
2022,Health Workforce,Region 6,Louisiana,East Baton Rouge,Louisiana District 06,Geriatrics Workforce Enhancement Program (U1Q),U1QHP33071,LOUISIANA STATE UNIVERSITY,75050765,202 Himes Hall,Baton Rouge,LA,70803-0001,East Baton Rouge Parish,796171,12/8/2022,1/10/2023
2022,Health Workforce,Region 5,Illinois,Cook,Illinois District 07,Geriatrics Workforce Enhancement Program (U1Q),U1QHP28715,Rush University Medical Center,68610245,1620 W Harrison St,Chicago,IL,60612-3801,Cook County,797500,12/8/2022,1/10/2023
2022,Health Workforce,Region 1,Massachusetts,Suffolk,Massachusetts District 07,Addiction Medicine Fellowship (T25),T25HP37594,"Children's Hospital Corporation, The",76593722,300 Longwood Avenue,Boston,MA,2115,Suffolk County,777017,12/8/2022,1/10/2023
2022,Health Workforce,Region 1,Massachusetts,Suffolk,Massachusetts District 07,"Nurse Education, Practice, Quality and Retention (UK1)",UK1HP46057,"MGH INSTITUTE OF HEALTH PROFESSIONS, INC.THE",605122258,36 1st Ave,Boston,MA,02129-4557,Suffolk County,755634,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 10,Oregon,Multnomah,Oregon District 03,Ryan White Part C Outpatient EIS Program (H76),H76HA00197,"Multnomah, County of",30784888,501 SE Hawthorne Blvd STE 531,Portland,OR,97214-3587,Multnomah County,763855,12/8/2022,1/10/2023
2022,Health Workforce,Region 3,District of Columbia,District of Columbia,District of Columbia Delegate,Centers of Excellence (D34),D34HP45721,HOWARD UNIVERSITY,56282296,2400 6th St NW,Washington,DC,20059,District of Columbia,686000,12/8/2022,1/10/2023
2022,HIV/AIDS,Region 4,Alabama,Jefferson,Alabama District 07,"Ryan White Title IV Women, Infants, Children, Youth and  Affected Family Members AIDS Healthcare (H12)",H12HA24770,University Of Alabama At Birmingham,63690705,701 20th St S,Birmingham,AL,35233-2031,Jefferson County,893974,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 4,Georgia,Cobb,Georgia District 11,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),H49MC32731,COBB COUNTY BOARD OF HEALTH,612931212,1650 County Services Pkwy SW,Marietta,GA,30008-4010,Cobb County,894245,12/8/2022,1/10/2023
2022,Health Workforce,Region 4,North Carolina,Orange,North Carolina District 04,ANE - Nurse Practitioner Residency Program (T14),T14HP33207,University of North Carolina at Chapel Hill,608195277,104 Airport Dr STE 2200,Chapel Hill,NC,27599-5023,Orange County,897595,12/8/2022,1/10/2023
2022,Primary Health Care,Region 7,Nebraska,Douglas,Nebraska District 02,State and Regional Primary Care Associations (U58),U58CS21504,HEALTH CENTER ASSOCIATION,965003598,3929 S 147th St,Omaha,NE,68144-5527,Douglas County,820450,12/8/2022,1/10/2023
2022,Maternal and Child Health,Region 2,New York,Erie,New York District 26,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03MC33154,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",38633251,520 Lee Entrance STE 211,Amherst,NY,14228-2577,Erie County,699991,12/8/2022,1/10/2023
2022,Healthcare Systems,Region 5,Ohio,Cuyahoga,Ohio District 11,Community Project Funding/Congressionally Directed Spending - Construction (CE1),CE1HS46544,JENNINGS CENTER FOR OLDER ADULTS,P5QLPSGNL,10204 Granger Rd # 232,Cleveland,OH,44125-3106,Cuyahoga County,700000,12/8/2022,1/10/2023
2022,Rural Health,Region 7,Iowa,Johnson,Iowa District 02,Rural Health Research Grant Program Cooperative Agreement (U1C),U1CRH20419,"UNIVERSITY OF IOWA, THE",62761671,105 Jessup Hall,Iowa City,IA,52242-1316,Johnson County,700000,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Michigan,St. Clair,Michigan District 10,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40763,Community First Health Centers,101560928,555 Saint Clair River Dr,Algonac,MI,48001-1802,St. Clair County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,New Mexico,Bernalillo,New Mexico District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40790,FIRST NATIONS COMMUNITY HEALTH SOURCE INC,147511679,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 10,Alaska,Kenai Peninsula,Alaska At Large,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41405,"SEWARD, CITY OF",37996634,410 Adams St,Seward,AK,99664,Kenai Peninsula Borough,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Connecticut,New Haven,Connecticut District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40973,Cornell Scott-Hill Health Corporation,10156370,400 Columbus Ave,New Haven,CT,06519-1233,New Haven County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Oklahoma,Harmon,Oklahoma District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41417,SHORTGRASS COMMUNITY HEALTH CENTER INC,831049676,400 E Sycamore St,Hollis,OK,73550-1436,Harmon County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,Barbour,West Virginia District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40646,Belington Community Medical Services Association,618491385,70 N Sturmer St,Belington,WV,26250-7403,Barbour County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Alameda,California District 15,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41685,"Axis Community Health, Inc.",52146990,4361 Railroad Ave,Pleasanton,CA,94566-6611,Alameda County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,South Carolina,Charleston,South Carolina District 06,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41338,"FETTER HEALTH CARE NETWORK, INC.",78051133,51 Nassau St,Charleston,SC,29403-5513,Charleston County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Georgia,Stewart,Georgia District 02,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41169,CARECONNECT HEALTH INC,67002253,510 Alston St,Richland,GA,31825-6012,Stewart County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,American Samoa,Western,American Samoa Delegate,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40304,DEPARTMENT OF HEALTH,854993177,ONE FAGAALU ROAD,PAGO PAGO,AS,96799,Western District,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 10,Alaska,Valdez-Cordova,Alaska At Large,American Rescue Plan Act Funding for Look-Alikes (L2C),L2CCS42320,AHTNA' T'AENE NENE',123987711,Richardson Hwy,Copper Center,AK,99573,Valdez-Cordova Census Area,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,Federated States of Micronesia,Kosrae,(No Congressional Representation),American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41703,Kosrae Community Health Center,854815479,Suite 101 KDC Building,Kosrae,FM,96944,Kosrae State,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 3,West Virginia,McDowell,West Virginia District 03,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41066,"Tug River Health Association, Inc",21607296,WV-103,Gary,WV,24836,McDowell County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 7,Missouri,Greene,Missouri District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41683,ADVOCATES FOR A HEALTHY COMMUNITY INC,129802661,618 N Benton Ave,Springfield,MO,65806-1102,Greene County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 6,Texas,Harris,Texas District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41056,SAINT HOPE FOUNDATION,64429223,6200 Savoy Dr STE 540,Houston,TX,77036-3338,Harris County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 5,Wisconsin,Kenosha,Wisconsin District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41540,"KENOSHA COMMUNITY HEALTH CENTER, INC.",838165173,4006 Washington Rd STE 100,Kenosha,WI,53144-4819,Kenosha County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 4,Tennessee,Hardeman,Tennessee District 07,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41154,HARDEMAN COUNTY COMMUNITY HEALTH CENTER,874971807,629 Nuckolls Rd,Bolivar,TN,38008-1599,Hardeman County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,San Diego,California District 51,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41220,IMPERIAL BEACH HEALTH CENTER,109278457,949 Palm Ave,Imperial Beach,CA,91932-1503,San Diego County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 9,California,Los Angeles,California District 34,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40912,QueensCare Health Centers,362704066,950 S Grand Ave,Los Angeles,CA,90015-4202,Los Angeles County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 1,Connecticut,Hartford,Connecticut District 01,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS41202,"Community Health Services, Incorporated",85072551,500 Albany Ave,Hartford,CT,06120-2508,Hartford County,65500,12/8/2022,1/10/2023
2022,Primary Health Care,Region 8,Montana,Glacier,Montana At Large,American Rescue Plan Act Funding for Health Centers (H8F),H8FCS40624,"GLACIER COMMUNITY HEALTH CENTER, INC.",142980585,519 E Main St,Cut Bank,MT,59427-3015,Glacier County,65500,12/8/2022,1/10/2023
